trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
316,False,"{'a': 0.9, 'e': 0.5311914142238778}",20,0,-0.6462481562899258,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
317,False,"{'a': 0.9, 'e': 0.5301290313954301}",20,0,-23.11969491620489,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
318,False,"{'a': 0.9, 'e': 0.5290687733326392}",25,0,-82.17681395802455,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
319,False,"{'a': 0.9, 'e': 0.528010635785974}",20,0,-53.02828087440279,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",1
320,False,"{'a': 0.9, 'e': 0.5269546145144021}",20,0,-77.55350449578663,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
321,False,"{'a': 0.9, 'e': 0.5259007052853732}",30,0,-65.68952471861711,"{0: 23, 1: 1, 2: 3, 3: 3, 4: 0}",0
322,False,"{'a': 0.9, 'e': 0.5248489038748024}",25,5,-51.236411905805824,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",1
323,False,"{'a': 0.9, 'e': 0.5237992060670529}",20,0,-0.4519593623807392,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
324,False,"{'a': 0.9, 'e': 0.5227516076549188}",20,10,-28.056154754746313,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 0}",1
325,False,"{'a': 0.9, 'e': 0.521706104439609}",25,0,-146.3953610769903,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
326,False,"{'a': 0.9, 'e': 0.5206626922307297}",20,0,-31.81462567393521,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
327,False,"{'a': 0.9, 'e': 0.5196213668462683}",30,11,-25.12083866540096,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 0}",1
328,False,"{'a': 0.9, 'e': 0.5185821241125756}",25,1,-9.318742061815001,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 0}",1
329,False,"{'a': 0.9, 'e': 0.5175449598643506}",20,0,-49.90575013763969,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
330,False,"{'a': 0.9, 'e': 0.5165098699446219}",20,11,12.488233693176108,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.9, 'e': 0.5154768502047326}",20,5,0.32649370823679935,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
332,False,"{'a': 0.9, 'e': 0.5144458965043232}",20,1,-32.848194235672295,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 0}",1
333,False,"{'a': 0.9, 'e': 0.5134170047113145}",25,0,-76.74532925843036,"{0: 18, 1: 3, 2: 1, 3: 2, 4: 1}",1
334,False,"{'a': 0.9, 'e': 0.5123901707018919}",25,0,14.27271191827501,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
335,False,"{'a': 0.9, 'e': 0.5113653903604881}",20,8,-23.6300332639305,"{0: 7, 1: 3, 2: 2, 3: 0, 4: 0}",1
336,False,"{'a': 0.9, 'e': 0.5103426595797671}",30,0,-35.28930055499147,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
337,False,"{'a': 0.9, 'e': 0.5093219742606075}",20,0,-30.261527927102584,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
338,False,"{'a': 0.9, 'e': 0.5083033303120863}",20,9,-44.054821836832176,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
339,False,"{'a': 0.9, 'e': 0.5072867236514622}",25,12,-43.646854994126464,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
340,False,"{'a': 0.9, 'e': 0.5062721502041593}",25,4,-55.67082391502934,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 1}",1
341,False,"{'a': 0.9, 'e': 0.505259605903751}",20,3,-51.313706454689076,"{0: 11, 1: 4, 2: 1, 3: 0, 4: 1}",1
342,False,"{'a': 0.9, 'e': 0.5042490866919435}",35,14,22.862193448812175,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.9, 'e': 0.5032405885185596}",20,0,4.971442819991953,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
344,False,"{'a': 0.9, 'e': 0.5022341073415224}",20,0,-9.321182863517178,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
345,False,"{'a': 0.9, 'e': 0.5012296391268394}",20,15,9.96284102710295,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.9, 'e': 0.5002271798485857}",30,0,-54.23301671958787,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
347,False,"{'a': 0.9, 'e': 0.4992267254888885}",20,14,12.946908195387817,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.9, 'e': 0.49822827203791076}",20,0,-24.756616340969316,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
349,False,"{'a': 0.9, 'e': 0.49723181549383494}",30,3,-55.93939728905261,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 1}",1
350,False,"{'a': 0.9, 'e': 0.49623735186284723}",20,0,-41.74501871150204,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
351,False,"{'a': 0.9, 'e': 0.4952448771591215}",25,9,-70.56871738051733,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
352,False,"{'a': 0.9, 'e': 0.4942543874048033}",20,12,-90.80760040291777,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 2}",1
353,False,"{'a': 0.9, 'e': 0.4932658786299937}",20,0,-26.13370422262596,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
354,False,"{'a': 0.9, 'e': 0.4922793468727337}",20,0,-124.29003392519485,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
355,False,"{'a': 0.9, 'e': 0.49129478817898825}",30,0,-46.97262914367981,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
356,False,"{'a': 0.9, 'e': 0.49031219860263026}",25,1,-61.26261629948095,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 1}",1
357,False,"{'a': 0.9, 'e': 0.489331574205425}",25,0,-104.99772283658172,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
358,False,"{'a': 0.9, 'e': 0.48835291105701417}",20,14,8.52712146751523,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.9, 'e': 0.4873762052349001}",35,13,-46.96310306961757,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 1}",1
360,False,"{'a': 0.9, 'e': 0.4864014528244303}",20,0,-22.60301027734669,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
361,False,"{'a': 0.9, 'e': 0.48542864991878143}",20,1,6.141400342086195,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
362,False,"{'a': 0.9, 'e': 0.4844577926189439}",25,0,6.7044532258478,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
363,False,"{'a': 0.9, 'e': 0.483488877033706}",20,2,-135.24628833144695,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 3}",1
364,False,"{'a': 0.9, 'e': 0.48252189927963857}",30,0,-28.796648089557127,"{0: 25, 1: 0, 2: 4, 3: 1, 4: 0}",0
365,False,"{'a': 0.9, 'e': 0.4815568554810793}",25,0,-6.787225043588703,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
366,False,"{'a': 0.9, 'e': 0.48059374177011716}",20,0,-76.69845265720541,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
367,False,"{'a': 0.9, 'e': 0.4796325542865769}",20,0,-83.38601530570186,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
368,False,"{'a': 0.9, 'e': 0.4786732891780038}",25,0,-110.73642223970364,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
369,False,"{'a': 0.9, 'e': 0.4777159425996478}",25,9,-43.40140511058681,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
370,False,"{'a': 0.9, 'e': 0.47676051071444847}",25,0,-21.902171784364374,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
371,False,"{'a': 0.9, 'e': 0.47580698969301954}",25,1,-87.3774239928965,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 1}",1
372,False,"{'a': 0.9, 'e': 0.4748553757136335}",20,15,-11.227574641988081,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
373,False,"{'a': 0.9, 'e': 0.47390566496220626}",20,0,-90.28740251894035,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
374,False,"{'a': 0.9, 'e': 0.4729578536322818}",30,23,12.644372128388454,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.9, 'e': 0.4720119379250173}",25,6,-101.02459854499584,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 2}",1
376,False,"{'a': 0.9, 'e': 0.47106791404916726}",20,14,1.1405635174018383,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.9, 'e': 0.4701257782210689}",25,13,7.273149214531552,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
378,False,"{'a': 0.9, 'e': 0.46918552666462676}",35,0,-101.69019587435665,"{0: 27, 1: 1, 2: 5, 3: 0, 4: 2}",0
379,False,"{'a': 0.9, 'e': 0.46824715561129754}",20,11,8.9547416430944,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.9, 'e': 0.4673106613000749}",25,8,-61.97409432280676,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 1}",1
381,False,"{'a': 0.9, 'e': 0.4663760399774748}",25,15,-4.023655556918229,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
382,False,"{'a': 0.9, 'e': 0.4654432878975198}",20,16,8.01933104793697,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.9, 'e': 0.4645124013217248}",35,0,-36.09875190085447,"{0: 29, 1: 2, 2: 2, 3: 2, 4: 0}",0
384,False,"{'a': 0.9, 'e': 0.4635833765190813}",20,14,-14.113048527912714,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
385,False,"{'a': 0.9, 'e': 0.46265620976604316}",20,0,4.7447516197819795,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
386,False,"{'a': 0.9, 'e': 0.46173089734651107}",25,15,-3.69133119377752,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
387,False,"{'a': 0.9, 'e': 0.460807435551818}",20,0,-91.85070002400951,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
388,False,"{'a': 0.9, 'e': 0.45988582068071443}",30,0,-46.33528267652824,"{0: 24, 1: 3, 2: 1, 3: 1, 4: 1}",0
389,False,"{'a': 0.9, 'e': 0.458966049039353}",20,0,-15.313142014661869,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
390,False,"{'a': 0.9, 'e': 0.4580481169412743}",25,4,0.6833978302703498,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
391,False,"{'a': 0.9, 'e': 0.45713202070739173}",30,2,18.371859488313298,"{0: 25, 1: 2, 2: 1, 3: 0, 4: 0}",1
392,False,"{'a': 0.9, 'e': 0.45621775666597697}",25,7,2.254782504668599,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
393,False,"{'a': 0.9, 'e': 0.455305321152645}",25,5,-14.109686499494307,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
394,False,"{'a': 0.9, 'e': 0.4543947105103397}",20,0,-7.188821743317544,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
395,False,"{'a': 0.9, 'e': 0.453485921089319}",20,9,-44.701278749720835,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
396,False,"{'a': 0.9, 'e': 0.45257894924714037}",25,12,-10.788928815645402,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
397,False,"{'a': 0.9, 'e': 0.4516737913486461}",25,0,-21.722553840298694,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
398,False,"{'a': 0.9, 'e': 0.4507704437659488}",25,4,-44.67007489389346,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 1}",1
399,False,"{'a': 0.9, 'e': 0.4498689028784169}",20,11,-34.273361179508086,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
400,False,"{'a': 0.9, 'e': 0.44896916507266005}",25,14,-23.846875843275278,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
401,False,"{'a': 0.9, 'e': 0.44807122674251476}",25,17,12.062833862736325,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.9, 'e': 0.44717508428902975}",25,0,-112.07420828178287,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
403,False,"{'a': 0.9, 'e': 0.44628073412045166}",30,0,-26.22050540097314,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
404,False,"{'a': 0.9, 'e': 0.44538817265221076}",30,18,19.02372135240349,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.9, 'e': 0.4444973963069063}",20,13,0.16927452783063068,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.9, 'e': 0.44360840151429254}",25,15,-10.457652386825332,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
407,False,"{'a': 0.9, 'e': 0.4427211847112639}",20,3,-8.240825885722215,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
408,False,"{'a': 0.9, 'e': 0.4418357423418414}",25,4,-47.03170488156491,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 1}",1
409,False,"{'a': 0.9, 'e': 0.4409520708571577}",30,5,-10.830516089382886,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",1
410,False,"{'a': 0.9, 'e': 0.4400701667154434}",30,0,-83.81887396443614,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
411,False,"{'a': 0.9, 'e': 0.43919002638201254}",35,12,-31.142163301232287,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
412,False,"{'a': 0.9, 'e': 0.4383116463292485}",20,15,1.620831794578931,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.9, 'e': 0.43743502303659}",20,0,-19.919157711963802,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
414,False,"{'a': 0.9, 'e': 0.4365601529905168}",20,0,-22.491040062555008,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
415,False,"{'a': 0.9, 'e': 0.4356870326845358}",20,4,12.247352892897542,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
416,False,"{'a': 0.9, 'e': 0.4348156586191667}",25,0,3.3158574456729304,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
417,False,"{'a': 0.9, 'e': 0.4339460273019284}",30,0,-86.85142056737008,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
418,False,"{'a': 0.9, 'e': 0.4330781352473245}",30,3,-84.15489117697689,"{0: 19, 1: 2, 2: 4, 3: 1, 4: 1}",1
419,False,"{'a': 0.9, 'e': 0.4322119789768299}",30,0,-6.5050488755801945,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
420,False,"{'a': 0.9, 'e': 0.4313475550188762}",20,0,-49.91902027153124,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
421,False,"{'a': 0.9, 'e': 0.43048485990883845}",25,14,-39.412809035441185,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 0}",1
422,False,"{'a': 0.9, 'e': 0.42962389018902075}",25,3,-19.591817852294007,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 0}",1
423,False,"{'a': 0.9, 'e': 0.4287646424086427}",25,13,-27.107424588026706,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
424,False,"{'a': 0.9, 'e': 0.42790711312382546}",20,13,-6.479372911158687,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
425,False,"{'a': 0.9, 'e': 0.4270512988975778}",20,7,-9.402666701372588,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
426,False,"{'a': 0.9, 'e': 0.42619719629978264}",20,0,-78.83003266773103,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
427,False,"{'a': 0.9, 'e': 0.42534480190718305}",25,0,-14.427569884147852,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
428,False,"{'a': 0.9, 'e': 0.4244941123033687}",25,5,-42.549215179679614,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
429,False,"{'a': 0.9, 'e': 0.423645124078762}",20,0,-6.198970974272845,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
430,False,"{'a': 0.9, 'e': 0.42279783383060443}",25,0,-172.98197027516508,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 4}",0
431,False,"{'a': 0.9, 'e': 0.42195223816294325}",20,0,9.073677629313961,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
432,False,"{'a': 0.9, 'e': 0.4211083336866173}",20,8,-25.905403819439666,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
433,False,"{'a': 0.9, 'e': 0.4202661170192441}",20,1,3.283719611651928,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
434,False,"{'a': 0.9, 'e': 0.41942558478520564}",30,15,11.558327399116283,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
435,False,"{'a': 0.9, 'e': 0.4185867336156352}",20,7,11.39713748851345,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
436,False,"{'a': 0.9, 'e': 0.4177495601484039}",20,11,-25.103903823409475,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
437,False,"{'a': 0.9, 'e': 0.41691406102810713}",25,5,10.119137065943974,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
438,False,"{'a': 0.9, 'e': 0.4160802329060509}",20,15,2.7050262647162513,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.9, 'e': 0.4152480724402388}",20,11,9.899514475668106,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.9, 'e': 0.41441757629535836}",25,0,-8.92644280238892,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
441,False,"{'a': 0.9, 'e': 0.4135887411427676}",30,0,14.795363565938743,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",1
442,False,"{'a': 0.9, 'e': 0.41276156366048206}",20,0,-83.13750629421178,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
443,False,"{'a': 0.9, 'e': 0.41193604053316113}",25,0,-72.87050332772921,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
444,False,"{'a': 0.9, 'e': 0.4111121684520948}",20,0,-59.473994938069815,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
445,False,"{'a': 0.9, 'e': 0.4102899441151906}",25,0,-8.818433351143288,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
446,False,"{'a': 0.9, 'e': 0.40946936422696023}",30,0,-75.42398360919074,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
447,False,"{'a': 0.9, 'e': 0.4086504254985063}",25,12,-19.667271899149508,"{0: 9, 1: 3, 2: 0, 3: 1, 4: 0}",1
448,False,"{'a': 0.9, 'e': 0.40783312464750926}",25,8,-22.714205682330125,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
449,False,"{'a': 0.9, 'e': 0.40701745839821424}",35,27,13.18378769466726,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.9, 'e': 0.40620342348141786}",25,3,-30.385903471967392,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 0}",1
451,False,"{'a': 0.9, 'e': 0.405391016634455}",20,0,-1.8764821592845484,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
452,False,"{'a': 0.9, 'e': 0.4045802346011861}",25,12,-7.101200550732224,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
453,False,"{'a': 0.9, 'e': 0.4037710741319837}",20,0,-11.083258183167253,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
454,False,"{'a': 0.9, 'e': 0.40296353198371976}",25,7,14.94264062446248,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
455,False,"{'a': 0.9, 'e': 0.40215760491975233}",20,0,-119.13311739532718,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
456,False,"{'a': 0.9, 'e': 0.4013532897099128}",20,13,-2.670401510284981,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.9, 'e': 0.40055058313049297}",30,0,-89.23032578155414,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
458,False,"{'a': 0.9, 'e': 0.399749481964232}",20,9,-9.67416652414885,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
459,False,"{'a': 0.9, 'e': 0.39894998300030354}",25,12,13.052796557321455,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
460,False,"{'a': 0.9, 'e': 0.39815208303430294}",30,9,-64.24523000768097,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 1}",1
461,False,"{'a': 0.9, 'e': 0.3973557788682343}",30,22,-0.5284677347562061,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.9, 'e': 0.39656106731049784}",25,19,-11.94179728653361,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
463,False,"{'a': 0.9, 'e': 0.3957679451758768}",30,3,-44.52582231468976,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 2}",1
464,False,"{'a': 0.9, 'e': 0.3949764092855251}",20,14,6.8360584080494124,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.9, 'e': 0.39418645646695405}",20,5,3.868092599523399,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
466,False,"{'a': 0.9, 'e': 0.3933980835540201}",25,6,-7.219073211823156,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
467,False,"{'a': 0.9, 'e': 0.3926112873869121}",20,4,-12.546006564495219,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
468,False,"{'a': 0.9, 'e': 0.3918260648121383}",25,7,-30.49323096197304,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 1}",1
469,False,"{'a': 0.9, 'e': 0.391042412682514}",25,15,5.920467463458971,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
470,False,"{'a': 0.9, 'e': 0.390260327857149}",25,0,-68.67775282126253,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
471,False,"{'a': 0.9, 'e': 0.38947980720143466}",20,0,-14.6689676875993,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
472,False,"{'a': 0.9, 'e': 0.3887008475870318}",20,6,-60.96123109673659,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
473,False,"{'a': 0.9, 'e': 0.38792344589185773}",25,0,-11.171455060080797,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
474,False,"{'a': 0.9, 'e': 0.387147599000074}",25,13,-36.51751773715003,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
475,False,"{'a': 0.9, 'e': 0.38637330380207385}",20,0,3.6725693551637897,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
476,False,"{'a': 0.9, 'e': 0.38560055719446973}",20,0,-28.40742119659533,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
477,False,"{'a': 0.9, 'e': 0.3848293560800808}",30,0,-33.18725724611548,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
478,False,"{'a': 0.9, 'e': 0.3840596973679206}",30,0,-75.07260780636605,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
479,False,"{'a': 0.9, 'e': 0.38329157797318475}",20,0,-34.751162314946896,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
480,False,"{'a': 0.9, 'e': 0.3825249948172384}",25,0,-64.87001871218884,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
481,False,"{'a': 0.9, 'e': 0.38175994482760395}",20,4,-89.97218233234005,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 2}",1
482,False,"{'a': 0.9, 'e': 0.3809964249379487}",20,3,-110.61147374221248,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 3}",1
483,False,"{'a': 0.9, 'e': 0.38023443208807284}",25,11,-30.953809665682268,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
484,False,"{'a': 0.9, 'e': 0.37947396322389665}",20,0,-53.36916462158116,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
485,False,"{'a': 0.9, 'e': 0.3787150152974489}",20,9,-3.8508453423069517,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
486,False,"{'a': 0.9, 'e': 0.37795758526685397}",30,13,4.0294548563460575,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
487,False,"{'a': 0.9, 'e': 0.3772016700963203}",30,22,7.496796533708412,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.9, 'e': 0.3764472667561276}",25,11,-44.68859014058186,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
489,False,"{'a': 0.9, 'e': 0.37569437222261537}",25,11,-18.08105019010379,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
490,False,"{'a': 0.9, 'e': 0.3749429834781701}",30,0,34.53554795858042,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
491,False,"{'a': 0.9, 'e': 0.3741930975112138}",25,8,-18.281597666161527,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
492,False,"{'a': 0.9, 'e': 0.3734447113161914}",20,14,7.633919654894905,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.9, 'e': 0.372697821893559}",20,0,11.640492009517999,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
494,False,"{'a': 0.9, 'e': 0.3719524262497719}",20,5,3.84589572473849,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
495,False,"{'a': 0.9, 'e': 0.37120852139727234}",20,0,-24.83926616656196,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
496,False,"{'a': 0.9, 'e': 0.3704661043544778}",25,0,-43.15649527140385,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
497,False,"{'a': 0.9, 'e': 0.36972517214576883}",25,0,-83.99939184379112,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
498,False,"{'a': 0.9, 'e': 0.36898572180147726}",30,0,6.464314097748851,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
499,False,"{'a': 0.9, 'e': 0.3682477503578743}",20,5,-25.6701469285257,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
